cpu_usage,network_usage,data_transfer_gb,active_hours,emission_estimate,label
36,74,39,9,4.51,1
65,136,26,4,5.97,1
61,186,27,5,6.9,1
45,172,3,3,4.94,1
74,135,39,19,6.87,1
76,170,21,3,6.73,1
38,195,10,1,5.54,1
12,79,46,9,4.24,1
92,68,32,24,5.72,1
6,141,15,15,3.75,1
67,30,13,19,3.26,0
5,109,13,4,2.98,0
86,152,23,15,6.77,1
8,150,8,16,3.64,1
67,61,41,24,5.28,1
44,172,14,20,5.46,1
45,154,28,16,5.83,1
85,198,11,1,7.06,1
59,37,2,13,2.61,0
87,62,47,11,6.2,1
24,45,50,1,4.12,1
51,79,16,9,3.91,1
39,136,30,10,5.39,1
30,27,35,5,3.19,0
76,200,12,12,6.88,1
24,102,50,23,5.26,1
86,143,47,6,7.79,1
76,160,23,5,6.63,1
18,135,50,10,5.74,1
8,153,19,2,4.25,1
26,94,9,7,3.11,0
82,114,22,24,5.84,1
37,71,28,6,3.93,1
33,156,41,16,6.16,1
59,130,32,13,5.97,1
44,198,24,10,6.48,1
85,51,35,13,5.32,1
59,100,22,6,4.87,1
60,181,19,11,6.37,1
86,99,34,17,6.26,1
74,29,33,22,4.45,1
40,185,25,4,6.15,1
73,83,33,20,5.5,1
95,48,28,5,5.21,1
58,144,11,23,5.17,1
62,60,26,20,4.36,1
33,91,33,14,4.46,1
48,32,50,4,4.58,1
73,196,12,17,6.71,1
56,173,25,7,6.39,1
39,153,1,21,4.28,1
73,148,10,2,5.65,1
57,182,30,9,6.85,1
63,109,9,2,4.52,1
95,126,30,3,6.87,1
51,69,39,18,4.86,1
10,35,17,24,1.85,0
60,46,14,5,3.42,0
16,53,9,11,1.99,0
36,62,40,24,4.32,1
23,53,38,21,3.65,1
52,54,22,4,3.74,1
88,99,10,5,5.12,1
48,141,14,11,4.96,1
23,77,41,11,4.28,1
87,71,23,7,5.18,1
71,137,36,22,6.67,1
42,59,39,1,4.39,1
28,30,1,20,1.49,0
55,157,18,3,5.69,1
79,21,50,3,5.29,1
82,89,31,22,5.79,1
85,87,9,18,4.74,1
78,56,2,12,3.56,1
80,144,3,17,5.43,1
23,32,19,12,2.28,0
46,178,46,14,7.24,1
50,121,16,19,4.72,1
61,37,10,14,3.07,0
33,48,41,3,4.0,1
80,86,48,9,6.52,1
18,132,1,24,3.23,0
47,79,31,13,4.54,1
45,98,37,1,5.16,1
25,90,10,12,3.05,0
44,155,3,4,4.57,1
25,28,20,22,2.31,0
34,46,40,24,3.94,1
10,57,40,16,3.44,0
90,139,3,5,5.63,1
62,86,36,9,5.38,1
41,88,36,21,4.79,1
20,161,46,23,6.12,1
53,98,35,20,5.3,1
43,74,38,12,4.67,1
75,184,27,5,7.28,1
59,187,9,22,5.96,1
75,99,9,1,4.68,1
46,139,28,7,5.56,1
13,70,18,20,2.69,0
45,33,31,9,3.56,1
90,110,5,9,5.15,1
21,194,23,7,5.66,1
91,48,31,19,5.24,1
90,62,23,10,5.09,1
57,131,22,9,5.43,1
26,109,1,21,3.01,0
5,56,21,17,2.32,0
36,83,27,7,4.09,1
93,167,10,4,6.63,1
87,76,23,3,5.28,1
11,64,13,11,2.26,0
42,101,5,19,3.53,1
43,140,10,20,4.59,1
85,32,29,23,4.64,1
47,137,40,10,6.15,1
45,199,47,12,7.68,1
61,56,4,19,3.15,0
36,82,32,16,4.32,1
51,48,37,19,4.34,1
89,52,3,8,3.86,1
65,149,28,12,6.33,1
9,46,40,11,3.19,0
43,186,49,14,7.46,1
73,47,23,10,4.28,1
38,96,44,20,5.26,1
67,48,13,20,3.62,1
44,116,38,24,5.54,1
37,173,10,12,5.07,1
73,43,32,12,4.65,1
9,132,24,12,4.11,1
83,37,31,3,4.78,1
37,149,7,9,4.44,1
34,91,31,8,4.39,1
25,127,35,3,5.04,1
5,25,20,15,1.65,0
38,132,32,4,5.38,1
67,92,39,16,5.8,1
77,34,46,5,5.29,1
55,154,3,17,4.88,1
75,171,27,4,7.02,1
56,76,8,8,3.6,1
47,176,37,11,6.78,1
75,199,35,15,7.98,1
36,128,50,19,6.14,1
52,197,9,9,5.95,1
37,61,16,4,3.13,0
47,173,4,7,5.07,1
45,41,41,22,4.22,1
33,60,25,12,3.44,0
48,195,21,10,6.39,1
15,29,31,12,2.58,0
45,195,25,9,6.5,1
86,172,40,21,8.02,1
70,26,7,15,2.97,0
40,160,13,24,5.05,1
8,23,10,6,1.2,0
93,88,1,19,4.6,1
52,50,22,9,3.66,1
78,200,47,18,8.69,1
91,187,50,12,8.97,1
43,56,2,2,2.51,0
62,102,14,3,4.6,1
17,111,17,24,3.58,1
38,148,49,23,6.55,1
52,54,19,8,3.59,1
42,183,18,11,5.82,1
24,38,47,14,3.83,1
86,78,38,6,6.04,1
12,61,7,20,1.93,0
9,129,1,4,2.9,0
12,156,40,23,5.48,1
41,76,10,9,3.25,0
57,173,21,6,6.22,1
92,149,4,3,5.94,1
48,162,49,11,7.13,1
51,139,1,17,4.36,1
37,99,14,14,3.79,1
6,125,28,4,4.08,1
94,34,42,18,5.6,1
95,34,22,7,4.63,1
45,187,49,17,7.54,1
85,183,17,22,7.06,1
23,20,44,20,3.29,0
93,58,18,4,4.85,1
65,28,47,1,4.86,1
32,175,42,24,6.56,1
25,52,23,20,2.94,0
12,39,7,2,1.49,0
21,145,48,10,5.93,1
66,182,18,7,6.52,1
27,40,42,17,3.71,1
58,186,10,16,5.96,1
90,123,20,9,6.16,1
84,136,39,1,7.19,1
61,114,20,6,5.11,1
13,96,32,19,3.91,1
10,27,44,13,3.04,0
81,171,31,10,7.4,1
65,57,23,22,4.24,1
40,92,24,14,4.24,1
48,63,17,17,3.55,1
60,62,26,24,4.34,1
54,61,44,4,5.04,1
91,175,23,18,7.38,1
79,101,49,3,6.84,1
93,196,26,11,8.01,1
57,147,16,5,5.45,1
89,56,13,13,4.44,1
75,24,46,10,5.03,1
95,88,50,22,7.11,1
90,186,12,24,7.02,1
58,95,1,18,3.69,1
95,119,27,13,6.58,1
31,27,37,11,3.32,0
49,46,4,17,2.59,0
39,90,33,7,4.62,1
62,50,46,3,5.16,1
43,170,2,24,4.79,1
65,60,29,7,4.6,1
62,86,41,7,5.63,1
55,81,20,5,4.27,1
70,172,26,14,6.84,1
46,21,28,8,3.2,0
91,123,21,8,6.24,1
84,37,42,6,5.36,1
71,111,31,4,5.9,1
33,53,50,7,4.55,1
21,26,24,19,2.35,0
58,114,36,20,5.82,1
56,49,50,7,5.16,1
33,169,25,7,5.62,1
36,172,44,4,6.72,1
25,39,36,20,3.33,0
31,179,31,22,6.06,1
91,158,29,20,7.34,1
54,57,14,5,3.46,0
11,33,16,23,1.79,0
11,56,28,6,2.85,0
67,57,30,9,4.65,1
11,95,19,17,3.18,0
85,108,14,23,5.41,1
59,165,11,18,5.62,1
76,114,24,14,5.76,1
64,90,36,24,5.52,1
94,41,19,4,4.59,1
26,197,11,23,5.27,1
21,168,35,3,5.74,1
14,64,36,18,3.5,0
95,109,1,13,5.08,1
6,107,18,16,3.22,0
33,89,45,6,5.02,1
57,68,16,18,3.87,1
74,45,41,15,5.17,1
10,104,11,18,2.93,0
85,65,16,19,4.65,1
44,134,5,21,4.25,1
61,54,13,5,3.56,1
48,117,19,11,4.73,1
41,59,1,24,2.46,0
48,166,49,5,7.21,1
94,25,44,2,5.52,1
34,190,44,9,7.02,1
5,21,38,22,2.47,0
20,188,42,21,6.46,1
15,112,6,8,2.99,0
64,132,1,21,4.61,1
95,87,25,17,5.84,1
72,121,14,6,5.28,1
10,69,1,22,1.73,0
66,192,11,4,6.37,1
48,133,13,21,4.75,1
27,60,36,4,3.81,1
78,193,15,16,6.95,1
86,51,14,4,4.3,1
18,39,24,11,2.52,0
30,45,29,3,3.25,0
25,38,33,8,3.16,0
29,112,47,14,5.46,1
52,116,17,17,4.73,1
35,75,33,1,4.2,1
64,163,1,9,5.23,1
74,70,30,22,5.12,1
41,116,25,13,4.8,1
48,96,25,21,4.61,1
27,80,16,1,3.21,0
11,125,19,11,3.78,1
79,111,43,7,6.74,1
58,136,42,14,6.56,1
20,180,40,14,6.2,1
36,175,15,4,5.33,1
41,91,30,12,4.55,1
78,26,24,18,4.06,1
35,65,48,7,4.75,1
90,138,4,17,5.66,1
73,141,8,19,5.41,1
16,200,17,15,5.33,1
93,93,7,18,5.0,1
14,73,21,19,2.93,0
59,100,8,9,4.17,1
8,96,13,10,2.81,0
43,23,13,21,2.4,0
94,138,12,7,6.18,1
29,34,43,24,3.7,1
64,37,31,23,4.21,1
86,80,40,22,6.18,1
50,76,30,12,4.52,1
6,137,33,22,4.57,1
37,174,47,1,6.94,1
44,68,12,20,3.28,0
48,65,19,23,3.69,1
56,56,40,8,4.8,1
40,173,32,18,6.26,1
71,181,29,15,7.2,1
8,80,6,5,2.14,0
46,81,40,16,5.0,1
77,65,10,1,4.11,1
24,96,28,10,4.04,1
94,125,2,10,5.42,1
47,134,36,17,5.89,1
53,158,41,2,6.8,1
59,71,20,9,4.19,1
35,191,30,1,6.37,1
89,130,44,23,7.47,1
47,85,37,6,4.96,1
95,99,8,6,5.23,1
85,138,7,19,5.66,1
72,20,17,12,3.41,0
34,139,1,1,3.85,1
26,159,13,3,4.61,1
31,40,37,13,3.58,1
12,145,14,9,3.96,1
69,190,38,17,7.77,1
27,69,27,21,3.54,1
52,64,3,14,2.99,0
34,176,31,13,6.09,1
95,124,44,14,7.53,1
65,178,7,18,5.86,1
16,79,1,4,2.11,0
19,102,8,22,3.01,0
87,167,44,20,8.15,1
12,126,7,12,3.23,0
41,140,26,1,5.33,1
22,59,17,19,2.69,0
20,55,44,6,3.9,1
55,118,9,24,4.46,1
10,28,26,19,2.16,0
26,158,24,7,5.14,1
38,165,22,10,5.54,1
37,112,42,8,5.45,1
44,46,2,19,2.34,0
32,26,50,3,3.98,1
42,30,30,8,3.36,0
40,176,20,7,5.72,1
46,181,24,22,6.2,1
74,172,24,21,6.86,1
76,176,12,9,6.4,1
66,34,21,23,3.71,1
93,139,43,11,7.72,1
94,176,1,6,6.39,1
32,58,45,24,4.37,1
65,141,40,7,6.77,1
19,114,41,7,4.9,1
84,180,5,2,6.37,1
21,159,44,18,6.01,1
48,62,12,24,3.28,0
18,150,30,6,5.04,1
50,182,33,1,6.79,1
74,61,37,3,5.29,1
39,54,23,15,3.4,0
53,51,39,6,4.56,1
7,176,33,7,5.38,1
70,178,27,19,7.01,1
38,150,29,13,5.59,1
74,113,6,3,4.78,1
95,152,37,3,7.74,1
68,29,22,20,3.72,1
94,128,18,16,6.28,1
58,61,50,13,5.46,1
53,118,46,12,6.25,1
85,91,40,16,6.37,1
93,170,32,1,7.79,1
95,82,44,15,6.69,1
45,110,33,10,5.2,1
35,187,38,2,6.69,1
8,103,29,16,3.75,1
81,37,29,22,4.62,1
69,23,42,11,4.63,1
86,117,9,24,5.37,1
16,89,23,22,3.41,0
90,162,16,13,6.74,1
63,56,21,10,4.06,1
43,41,43,16,4.26,1
39,57,46,15,4.61,1
87,75,29,8,5.56,1
22,88,1,18,2.47,0
29,176,2,5,4.49,1
36,40,29,24,3.33,0
74,168,7,22,5.93,1
36,195,23,2,6.13,1
27,167,4,20,4.35,1
91,46,6,6,3.95,1
29,35,45,23,3.82,1
17,23,46,22,3.27,0
19,180,16,17,4.97,1
70,83,42,6,5.86,1
82,142,18,21,6.2,1
31,198,28,4,6.29,1
43,190,36,2,6.89,1
89,50,9,4,4.12,1
56,179,18,23,6.16,1
34,140,27,6,5.17,1
56,75,8,17,3.58,1
67,145,34,21,6.61,1
91,29,27,8,4.66,1
35,55,41,20,4.2,1
18,179,6,9,4.42,1
41,45,19,11,3.08,0
87,42,15,5,4.2,1
92,75,3,14,4.41,1
15,93,21,13,3.36,0
60,155,22,12,6.0,1
59,84,15,7,4.2,1
79,39,1,2,3.2,0
27,178,21,17,5.42,1
92,103,34,11,6.52,1
15,192,5,8,4.54,1
57,37,40,10,4.45,1
31,123,14,2,4.09,1
8,189,26,23,5.32,1
94,56,37,10,5.79,1
93,49,7,23,4.12,1
87,117,17,7,5.8,1
63,54,47,7,5.32,1
19,174,45,24,6.3,1
12,121,36,12,4.58,1
40,108,18,21,4.26,1
71,123,50,4,7.09,1
26,198,48,4,7.14,1
7,76,15,8,2.48,0
41,35,48,7,4.33,1
92,80,6,18,4.66,1
83,153,23,24,6.7,1
19,76,30,2,3.59,1
37,158,45,15,6.52,1
29,132,21,24,4.56,1
72,23,11,6,3.17,0
27,99,33,1,4.44,1
13,147,12,5,3.93,1
56,136,14,12,5.1,1
20,143,32,6,5.06,1
20,143,48,22,5.86,1
28,69,48,7,4.62,1
45,125,20,20,4.85,1
44,97,25,22,4.51,1
25,79,20,16,3.33,0
72,192,47,13,8.35,1
20,130,3,2,3.35,0
68,86,38,8,5.66,1
83,143,28,9,6.75,1
61,63,14,9,3.79,1
42,125,30,11,5.26,1
54,146,50,22,7.04,1
93,65,12,21,4.69,1
50,164,30,12,6.28,1
21,154,21,22,4.76,1
15,58,31,13,3.16,0
19,101,3,15,2.74,0
9,130,21,17,3.92,1
77,154,23,6,6.54,1
34,95,13,8,3.57,1
20,126,10,7,3.62,1
67,153,12,18,5.67,1
25,66,43,4,4.22,1
77,139,6,24,5.39,1
85,20,36,11,4.75,1
87,87,10,17,4.85,1
55,149,22,3,5.73,1
70,80,33,19,5.35,1
93,67,26,18,5.43,1
7,34,23,17,2.04,0
28,189,49,7,7.07,1
58,53,23,21,3.95,1
51,48,32,14,4.09,1
6,52,24,24,2.42,0
73,132,41,2,6.88,1
95,35,37,3,5.4,1
74,36,24,4,4.14,1
69,96,45,1,6.24,1
54,142,43,5,6.61,1
7,113,9,21,2.92,0
53,33,44,17,4.45,1
51,68,50,9,5.39,1
87,176,15,2,6.88,1
12,163,30,13,5.12,1
26,169,7,5,4.51,1
63,27,32,6,4.03,1
20,59,39,14,3.73,1
19,193,8,16,4.83,1
58,51,30,9,4.26,1
55,94,35,3,5.28,1
23,41,29,10,2.96,0
90,52,30,3,5.24,1
29,142,44,1,5.91,1
43,170,34,2,6.39,1
